tot_emp;h_mean;a_mean;sector
154.187.380;3266;67.920;Cross-industry
10.966.830;6815;141.760;Cross-industry
3.822.780;6724;139.860;Cross-industry
211.850;12641;262.930;Cross-industry
211.850;12641;262.930;Cross-industry
3.584.420;6400;133.120;Cross-industry
3.584.420;6400;133.120;Cross-industry
26.510;*;67.390;Cross-industry
26.510;*;67.390;Cross-industry
1.122.770;7872;163.740;Cross-industry
21.100;7176;149.270;Cross-industry
21.100;7176;149.270;Cross-industry
988.680;7935;165.050;Cross-industry
384.980;8246;171.520;Cross-industry
603.710;7737;160.930;Cross-industry
112.980;7449;154.950;Cross-industry
76.060;7861;163.520;Cross-industry
36.920;6601;137.290;Cross-industry
2.669.000;7721;160.590;Cross-industry
395.230;5862;121.920;Cross-industry
254.140;6059;126.030;Cross-industry
141.090;5506;114.520;Cross-industry
645.970;9038;187.990;Cross-industry
645.970;9038;187.990;Cross-industry
818.620;8676;180.470;Cross-industry
818.620;8676;180.470;Cross-industry
234.380;6211;129.180;Cross-industry
234.380;6211;129.180;Cross-industry
81.240;7242;150.630;Cross-industry
81.240;7242;150.630;Cross-industry
213.000;5577;116.010;Cross-industry
213.000;5577;116.010;Cross-industry
20.070;7511;156.230;Cross-industry
20.070;7511;156.230;Cross-industry
215.520;7715;160.480;Cross-industry
215.520;7715;160.480;Cross-industry
44.960;6759;140.590;Cross-industry
44.960;6759;140.590;Cross-industry
3.352.280;5844;121.560;Cross-industry
5.910;4675;97.240;Cross-industry
5.910;4675;97.240;Cross-industry
348.330;5753;119.660;Cross-industry
348.330;5753;119.660;Cross-industry
621.000;5263;109.470;Cross-industry
71.620;3012;62.640;Cross-industry
319.630;*;113.360;Cross-industry
176.420;5983;124.450;Cross-industry
53.330;4782;99.460;Cross-industry
210.340;8448;175.710;Cross-industry
210.340;8448;175.710;Cross-industry
244.230;3479;72.370;Cross-industry
244.230;3479;72.370;Cross-industry
41.320;4268;88.780;Cross-industry
4.620;4927;102.480;Cross-industry
36.700;4186;87.060;Cross-industry
41.350;3724;77.460;Cross-industry
41.350;3724;77.460;Cross-industry
565.840;6622;137.730;Cross-industry
565.840;6622;137.730;Cross-industry
100.870;8341;173.500;Cross-industry
100.870;8341;173.500;Cross-industry
13.810;4508;93.760;Cross-industry
13.810;4508;93.760;Cross-industry
296.640;3977;82.720;Cross-industry
296.640;3977;82.720;Cross-industry
195.490;4139;86.100;Cross-industry
195.490;4139;86.100;Cross-industry
12.570;4697;97.700;Cross-industry
12.570;4697;97.700;Cross-industry
23.610;3797;78.970;Cross-industry
13.120;4118;85.650;Cross-industry
10.490;3395;70.620;Cross-industry
630.980;7206;149.890;Cross-industry
630.980;7206;149.890;Cross-industry
10.351.440;4504;93.680;Cross-industry
7.318.320;4376;91.020;Cross-industry
14.220;7962;165.600;Cross-industry
14.220;7962;165.600;Cross-industry
486.900;3929;81.720;Cross-industry
486.900;3929;81.720;Cross-industry
312.810;3785;78.720;Cross-industry
305.020;3787;78.770;Cross-industry
7.790;3704;77.050;Cross-industry
397.770;4086;84.980;Cross-industry
397.770;4086;84.980;Cross-industry
219.530;3998;83.160;Cross-industry
219.530;3998;83.160;Cross-industry
982.460;3888;80.860;Cross-industry
917.460;3833;79.730;Cross-industry
410;2496;51.910;Cross-industry
64.590;4670;97.130;Cross-industry
1.241.800;5010;104.210;Cross-industry
235.640;4212;87.600;Cross-industry
1.006.160;5197;108.100;Cross-industry
893.900;5515;114.710;Cross-industry
893.900;5515;114.710;Cross-industry
134.670;3129;65.090;Cross-industry
134.670;3129;65.090;Cross-industry
105.930;3516;73.130;Cross-industry
105.930;3516;73.130;Cross-industry
102.370;3986;82.920;Cross-industry
102.370;3986;82.920;Cross-industry
436.610;3546;73.760;Cross-industry
436.610;3546;73.760;Cross-industry
861.140;4158;86.480;Cross-industry
861.140;4158;86.480;Cross-industry
1.128.200;4441;92.380;Cross-industry
1.128.200;4441;92.380;Cross-industry
3.033.120;4812;100.090;Cross-industry
1.448.290;4496;93.520;Cross-industry
1.448.290;4496;93.520;Cross-industry
59.070;3710;77.160;Cross-industry
59.070;3710;77.160;Cross-industry
47.170;4515;93.920;Cross-industry
47.170;4515;93.920;Cross-industry
67.370;4714;98.040;Cross-industry
67.370;4714;98.040;Cross-industry
775.200;6174;128.420;Cross-industry
340.580;5601;116.490;Cross-industry
270.480;7702;160.210;Cross-industry
107.820;4367;90.830;Cross-industry
56.320;5766;119.930;Cross-industry
62.830;4983;103.650;Cross-industry
62.830;4983;103.650;Cross-industry
318.640;4008;83.360;Cross-industry
28.110;2687;55.890;Cross-industry
290.530;4135;86.020;Cross-industry
127.100;3006;62.530;Cross-industry
53.530;3249;67.570;Cross-industry
73.570;2830;58.860;Cross-industry
127.450;4514;93.890;Cross-industry
127.450;4514;93.890;Cross-industry
5.192.890;5616;116.810;Cross-industry
4.786.660;5614;116.770;Cross-industry
677.230;5583;116.130;Cross-industry
497.800;5383;111.960;Cross-industry
179.430;6141;127.730;Cross-industry
38.480;7323;152.310;Cross-industry
38.480;7323;152.310;Cross-industry
843.660;3247;67.530;Cross-industry
146.450;3827;79.610;Cross-industry
697.210;3125;64.990;Cross-industry
633.540;5569;115.840;Cross-industry
177.010;6533;135.890;Cross-industry
73.180;5165;107.440;Cross-industry
64.770;6857;142.620;Cross-industry
318.570;4865;101.190;Cross-industry
2.154.370;6534;135.910;Cross-industry
109.870;4983;103.640;Cross-industry
1.654.440;6950;144.570;Cross-industry
199.800;5301;110.260;Cross-industry
78.860;4750;98.790;Cross-industry
111.400;5358;111.450;Cross-industry
439.380;5611;116.700;Cross-industry
439.380;5611;116.700;Cross-industry
406.230;5634;117.190;Cross-industry
28.340;6490;134.990;Cross-industry
28.340;6490;134.990;Cross-industry
2.220;5891;122.520;Cross-industry
2.220;5891;122.520;Cross-industry
107.760;4766;99.120;Cross-industry
107.760;4766;99.120;Cross-industry
29.800;5401;112.330;Cross-industry
29.800;5401;112.330;Cross-industry
233.440;5990;124.590;Cross-industry
233.440;5990;124.590;Cross-industry
4.660;4072;84.700;Cross-industry
4.660;4072;84.700;Cross-industry
2.567.210;4999;103.980;Cross-industry
196.590;4487;93.330;Cross-industry
130.720;4860;101.090;Cross-industry
111.140;4971;103.390;Cross-industry
19.580;4231;88.000;Cross-industry
65.870;3746;77.920;Cross-industry
12.790;3984;82.860;Cross-industry
53.080;3689;76.730;Cross-industry
1.746.750;5613;116.760;Cross-industry
68.440;6788;141.180;Cross-industry
68.440;6788;141.180;Cross-industry
1.680;4050;84.240;Cross-industry
1.680;4050;84.240;Cross-industry
21.860;5530;115.020;Cross-industry
21.860;5530;115.020;Cross-industry
20.330;6175;128.430;Cross-industry
20.330;6175;128.430;Cross-industry
355.410;5147;107.050;Cross-industry
355.410;5147;107.050;Cross-industry
75.710;7537;156.770;Cross-industry
75.710;7537;156.770;Cross-industry
282.740;6000;124.810;Cross-industry
188.790;5816;120.980;Cross-industry
93.940;6370;132.500;Cross-industry
37.950;5316;110.570;Cross-industry
37.950;5316;110.570;Cross-industry
373.440;5205;108.260;Cross-industry
23.220;5470;113.770;Cross-industry
350.230;5187;107.900;Cross-industry
8.440;5610;116.680;Cross-industry
8.440;5610;116.680;Cross-industry
22.770;5595;116.380;Cross-industry
22.770;5595;116.380;Cross-industry
286.760;5292;110.080;Cross-industry
286.760;5292;110.080;Cross-industry
6.770;5237;108.940;Cross-industry
6.770;5237;108.940;Cross-industry
14.740;6489;134.980;Cross-industry
14.740;6489;134.980;Cross-industry
18.970;7383;153.560;Cross-industry
18.970;7383;153.560;Cross-industry
150.750;5852;121.720;Cross-industry
150.750;5852;121.720;Cross-industry
623.870;3439;71.540;Cross-industry
185.470;3402;70.760;Cross-industry
109.550;3311;68.860;Cross-industry
20.020;3748;77.960;Cross-industry
39.900;3559;74.040;Cross-industry
16.010;3199;66.530;Cross-industry
381.680;3563;74.100;Cross-industry
9.060;4150;86.330;Cross-industry
62.130;3291;68.450;Cross-industry
92.710;3778;78.580;Cross-industry
14.680;3640;75.710;Cross-industry
12.500;3032;63.070;Cross-industry
73.410;3355;69.780;Cross-industry
37.450;3483;72.450;Cross-industry
15.320;3418;71.080;Cross-industry
64.410;3834;79.740;Cross-industry
56.720;2735;56.890;Cross-industry
56.720;2735;56.890;Cross-industry
1.446.770;4312;89.690;Cross-industry
374.670;4903;101.980;Cross-industry
33.440;4259;88.590;Cross-industry
2.470;5047;104.970;Cross-industry
14.370;4432;92.190;Cross-industry
16.600;3992;83.040;Cross-industry
130.910;4843;100.730;Cross-industry
34.520;5556;115.570;Cross-industry
19.760;4577;95.200;Cross-industry
16.920;3746;77.920;Cross-industry
59.710;4829;100.440;Cross-industry
35.250;3577;74.410;Cross-industry
25.590;3573;74.310;Cross-industry
9.650;3590;74.670;Cross-industry
167.760;5357;111.430;Cross-industry
11.460;4527;94.160;Cross-industry
156.300;5418;112.690;Cross-industry
7.320;4901;101.940;Cross-industry
7.320;4901;101.940;Cross-industry
259.000;5003;104.070;Cross-industry
22.900;7877;163.850;Cross-industry
1.560;6463;134.430;Cross-industry
21.340;7981;166.000;Cross-industry
8.780;4999;103.980;Cross-industry
8.780;4999;103.980;Cross-industry
91.580;4680;97.350;Cross-industry
83.250;4613;95.940;Cross-industry
8.330;5356;111.410;Cross-industry
113.160;4502;93.630;Cross-industry
84.930;4262;88.640;Cross-industry
22.510;5352;111.310;Cross-industry
5.720;4718;98.130;Cross-industry
22.580;5917;123.070;Cross-industry
22.580;5917;123.070;Cross-industry
279.960;4870;101.290;Cross-industry
15.880;6294;130.910;Cross-industry
15.880;6294;130.910;Cross-industry
7.720;3532;73.470;Cross-industry
7.720;3532;73.470;Cross-industry
154.860;4909;102.100;Cross-industry
1.050;6462;134.400;Cross-industry
72.190;5137;106.850;Cross-industry
63.830;4501;93.610;Cross-industry
17.790;5353;111.340;Cross-industry
2.950;5369;111.670;Cross-industry
2.950;5369;111.670;Cross-industry
43.040;4314;89.730;Cross-industry
43.040;4314;89.730;Cross-industry
55.510;4944;102.840;Cross-industry
8.070;3417;71.070;Cross-industry
1.380;4719;98.160;Cross-industry
3.140;3773;78.470;Cross-industry
5.950;6615;137.600;Cross-industry
36.970;5117;106.440;Cross-industry
373.260;2942;61.200;Cross-industry
28.550;2501;52.030;Cross-industry
14.340;2388;49.680;Cross-industry
14.200;2615;54.400;Cross-industry
76.190;2789;58.020;Cross-industry
76.190;2789;58.020;Cross-industry
55.640;2947;61.300;Cross-industry
55.640;2947;61.300;Cross-industry
52.030;2763;57.470;Cross-industry
39.390;2729;56.770;Cross-industry
9.710;2799;58.220;Cross-industry
2.940;3097;64.410;Cross-industry
5.990;4843;100.730;Cross-industry
5.990;4843;100.730;Cross-industry
32.940;3056;63.560;Cross-industry
32.940;3056;63.560;Cross-industry
31.080;2724;56.660;Cross-industry
31.080;2724;56.660;Cross-industry
90.840;3217;66.910;Cross-industry
19.450;3618;75.260;Cross-industry
71.400;3108;64.640;Cross-industry
159.880;4027;83.770;Cross-industry
159.880;4027;83.770;Cross-industry
128.430;4263;88.660;Cross-industry
31.450;3067;63.800;Cross-industry
2.569.630;3031;63.030;Cross-industry
2.477.920;3028;62.980;Cross-industry
970.870;3191;66.370;Cross-industry
342.350;3438;71.520;Cross-industry
65.870;3496;72.720;Cross-industry
88.930;2464;51.260;Cross-industry
440.380;3130;65.100;Cross-industry
33.340;2792;58.070;Cross-industry
759.740;3223;67.050;Cross-industry
382.960;3025;62.920;Cross-industry
185.940;3463;72.030;Cross-industry
125.910;3283;68.290;Cross-industry
64.940;3591;74.680;Cross-industry
747.300;2618;54.460;Cross-industry
65.150;3447;71.700;Cross-industry
86.820;3439;71.530;Cross-industry
424.220;2264;47.090;Cross-industry
60.730;2691;55.970;Cross-industry
110.390;2806;58.360;Cross-industry
91.710;3094;64.360;Cross-industry
58.080;3229;67.160;Cross-industry
58.080;3229;67.160;Cross-industry
21.460;3127;65.040;Cross-industry
21.460;3127;65.040;Cross-industry
12.170;2396;49.830;Cross-industry
12.170;2396;49.830;Cross-industry
1.273.410;6619;137.680;Cross-industry
810.640;8537;177.570;Cross-industry
760.970;8692;180.790;Cross-industry
747.750;8786;182.760;Cross-industry
13.220;3358;69.850;Cross-industry
49.670;6163;128.190;Cross-industry
16.230;5895;122.620;Cross-industry
7.860;4383;91.170;Cross-industry
25.580;6880;143.110;Cross-industry
462.770;3260;67.810;Cross-industry
367.220;3198;66.510;Cross-industry
367.220;3198;66.510;Cross-industry
95.550;3500;72.800;Cross-industry
48.170;2865;59.600;Cross-industry
47.380;4145;86.220;Cross-industry
8.947.710;3169;65.900;Cross-industry
1.396.300;*;102.410;Cross-industry
81.780;*;113.840;Cross-industry
81.780;*;113.840;Cross-industry
85.060;*;98.400;Cross-industry
36.240;*;105.830;Cross-industry
48.820;*;92.880;Cross-industry
49.030;*;117.670;Cross-industry
9.120;*;110.360;Cross-industry
39.910;*;119.340;Cross-industry
63.270;*;100.900;Cross-industry
8.700;*;97.790;Cross-industry
53.250;*;101.340;Cross-industry
1.310;*;103.780;Cross-industry
52.580;*;105.460;Cross-industry
11.480;*;112.950;Cross-industry
20.390;*;103.030;Cross-industry
7.130;*;100.360;Cross-industry
13.590;*;105.460;Cross-industry
121.090;*;100.440;Cross-industry
5.260;*;102.530;Cross-industry
11.430;*;97.350;Cross-industry
12.420;*;133.140;Cross-industry
3.290;*;99.020;Cross-industry
17.170;*;105.160;Cross-industry
41.610;*;93.530;Cross-industry
12.380;*;97.270;Cross-industry
17.540;*;92.950;Cross-industry
303.970;*;125.490;Cross-industry
229.720;*;137.900;Cross-industry
74.250;*;87.090;Cross-industry
63.190;*;78.870;Cross-industry
59.090;*;78.500;Cross-industry
4.100;*;84.320;Cross-industry
49.710;*;109.320;Cross-industry
13.560;*;84.820;Cross-industry
22.800;*;139.950;Cross-industry
13.350;*;81.880;Cross-industry
248.620;*;94.900;Cross-industry
97.890;*;102.240;Cross-industry
29.260;*;90.340;Cross-industry
59.590;*;90.400;Cross-industry
21.170;*;87.670;Cross-industry
19.860;*;93.710;Cross-industry
20.840;*;88.210;Cross-industry
278.000;*;83.780;Cross-industry
2.630;*;84.450;Cross-industry
12.680;*;87.980;Cross-industry
111.150;3303;68.710;Cross-industry
151.530;*;94.470;Cross-industry
4.321.590;*;68.130;Cross-industry
559.490;2244;46.680;Cross-industry
445.080;1993;41.450;Cross-industry
114.410;*;67.020;Cross-industry
2.027.880;*;69.860;Cross-industry
1.393.310;*;69.790;Cross-industry
620.370;*;70.040;Cross-industry
14.200;*;68.690;Cross-industry
1.176.990;*;73.420;Cross-industry
1.072.540;*;73.700;Cross-industry
104.450;*;70.550;Cross-industry
557.240;*;72.230;Cross-industry
28.200;*;72.610;Cross-industry
231.570;*;70.150;Cross-industry
95.330;*;72.310;Cross-industry
162.780;*;74.610;Cross-industry
39.350;*;74.180;Cross-industry
1.125.750;2465;51.270;Cross-industry
36.260;3109;64.660;Cross-industry
36.260;3109;64.660;Cross-industry
308.520;2564;53.330;Cross-industry
308.520;2564;53.330;Cross-industry
481.300;2160;44.930;Cross-industry
481.300;2160;44.930;Cross-industry
174.660;2297;47.780;Cross-industry
174.660;2297;47.780;Cross-industry
125.010;*;71.610;Cross-industry
125.010;*;71.610;Cross-industry
238.010;2895;60.220;Cross-industry
32.400;3024;62.900;Cross-industry
7.050;3251;67.620;Cross-industry
12.280;3368;70.060;Cross-industry
13.070;2578;53.630;Cross-industry
131.830;3326;69.180;Cross-industry
131.830;3326;69.180;Cross-industry
73.770;2070;43.050;Cross-industry
73.770;2070;43.050;Cross-industry
1.866.060;*;42.980;Cross-industry
10.260;2907;60.470;Cross-industry
10.260;2907;60.470;Cross-industry
210.850;3731;77.600;Cross-industry
210.850;3731;77.600;Cross-industry
1.530.310;*;37.140;Cross-industry
155.010;*;47.560;Cross-industry
1.375.300;*;35.960;Cross-industry
114.640;2678;55.700;Cross-industry
114.640;2678;55.700;Cross-industry
2.098.690;3704;77.040;Cross-industry
681.550;3256;67.730;Cross-industry
93.390;5325;110.770;Cross-industry
50.370;6159;128.100;Cross-industry
4.370;2180;45.340;Cross-industry
10.000;3676;76.450;Cross-industry
21.280;5294;110.110;Cross-industry
7.370;3822;79.490;Cross-industry
588.160;2928;60.890;Cross-industry
30.250;4231;88.000;Cross-industry
20.910;5886;122.430;Cross-industry
40.160;1813;37.700;Cross-industry
214.260;3298;68.610;Cross-industry
69.580;3434;71.430;Cross-industry
192.480;1949;40.540;Cross-industry
10.850;3771;78.450;Cross-industry
9.680;3750;78.000;Cross-industry
550.830;4121;85.710;Cross-industry
184.070;5272;109.660;Cross-industry
38.800;4440;*;Cross-industry
145.270;5494;114.280;Cross-industry
280.390;*;68.880;Cross-industry
14.370;*;259.750;Cross-industry
250.940;*;58.910;Cross-industry
15.080;*;52.800;Cross-industry
12.490;3016;62.740;Cross-industry
9.060;3030;*;Cross-industry
3.430;2982;62.020;Cross-industry
50.680;5157;*;Cross-industry
12.330;4050;84.230;Cross-industry
38.350;5513;*;Cross-industry
23.210;3098;*;Cross-industry
8.170;3325;*;Cross-industry
15.040;2974;*;Cross-industry
634.400;3992;83.030;Cross-industry
23.880;3852;80.110;Cross-industry
23.880;3852;80.110;Cross-industry
41.550;5098;106.030;Cross-industry
41.550;5098;106.030;Cross-industry
280.590;3861;80.310;Cross-industry
280.590;3861;80.310;Cross-industry
198.810;4210;87.570;Cross-industry
95.480;4120;85.700;Cross-industry
55.530;4439;92.330;Cross-industry
47.800;4124;85.780;Cross-industry
89.580;3440;71.560;Cross-industry
53.360;3122;64.950;Cross-industry
12.630;3588;74.630;Cross-industry
23.590;4081;84.870;Cross-industry
231.910;3241;67.410;Cross-industry
114.340;3111;64.710;Cross-industry
70.080;2951;61.370;Cross-industry
21.080;3087;64.220;Cross-industry
13.050;3812;79.280;Cross-industry
10.130;3365;70.000;Cross-industry
51.230;2676;55.650;Cross-industry
51.230;2676;55.650;Cross-industry
53.330;3935;81.850;Cross-industry
24.460;3840;79.870;Cross-industry
28.860;4016;83.530;Cross-industry
13.020;3767;78.350;Cross-industry
13.020;3767;78.350;Cross-industry
9.592.690;5059;105.220;Cross-industry
6.338.160;6180;128.550;Cross-industry
37.630;4415;91.830;Cross-industry
37.630;4415;91.830;Cross-industry
130.620;9988;207.750;Cross-industry
113.490;9428;196.100;Cross-industry
5.330;17319;360.240;Cross-industry
5.150;12241;254.620;Cross-industry
760;12436;258.660;Cross-industry
5.900;11852;246.530;Cross-industry
76.570;3595;74.770;Cross-industry
76.570;3595;74.770;Cross-industry
41.890;6776;140.940;Cross-industry
41.890;6776;140.940;Cross-industry
328.870;6597;137.210;Cross-industry
328.870;6597;137.210;Cross-industry
155.540;6582;136.900;Cross-industry
155.540;6582;136.900;Cross-industry
9.520;7883;163.960;Cross-industry
9.520;7883;163.960;Cross-industry
777.300;4578;95.220;Cross-industry
152.280;4723;98.240;Cross-industry
248.630;4923;102.400;Cross-industry
18.700;5328;110.820;Cross-industry
15.060;3142;65.350;Cross-industry
136.420;4051;84.260;Cross-industry
178.790;4608;95.840;Cross-industry
8.110;2866;59.620;Cross-industry
19.320;3548;73.800;Cross-industry
80.630;6744;140.270;Cross-industry
80.630;6744;140.270;Cross-industry
3.282.010;4732;98.430;Cross-industry
3.282.010;4732;98.430;Cross-industry
50.350;11139;231.700;Cross-industry
50.350;11139;231.700;Cross-industry
8.280;6159;128.110;Cross-industry
8.280;6159;128.110;Cross-industry
307.390;6346;132.000;Cross-industry
307.390;6346;132.000;Cross-industry
14.730;4583;95.320;Cross-industry
14.730;4583;95.320;Cross-industry
727.050;13092;272.320;Cross-industry
41.890;16185;336.640;Cross-industry
18.020;20793;432.490;Cross-industry
10.080;16722;347.810;Cross-industry
33.680;15419;320.700;Cross-industry
107.950;12347;256.830;Cross-industry
66.640;12631;262.710;Cross-industry
7.700;13765;286.310;Cross-industry
19.900;13516;281.130;Cross-industry
42.960;10689;222.340;Cross-industry
11.800;12789;266.020;Cross-industry
24.800;12939;269.120;Cross-industry
26.290;17299;359.820;Cross-industry
315.360;12186;253.470;Cross-industry
51.400;17056;354.760;Cross-industry
12.110;14495;301.500;Cross-industry
14.160;17551;365.060;Cross-industry
1.050;21674;450.810;Cross-industry
24.080;17850;371.280;Cross-industry
258.380;4707;97.910;Cross-industry
8.440;4315;89.750;Cross-industry
219.070;4514;93.890;Cross-industry
30.870;6186;128.680;Cross-industry
3.124.620;2851;59.310;Cross-industry
343.040;3141;65.320;Cross-industry
343.040;3141;65.320;Cross-industry
433.560;4027;83.760;Cross-industry
61.180;3504;72.890;Cross-industry
86.460;4449;92.550;Cross-industry
16.960;4793;99.690;Cross-industry
223.460;3835;79.760;Cross-industry
41.530;4376;91.020;Cross-industry
3.970;6799;141.420;Cross-industry
277.520;2426;50.460;Cross-industry
177.980;2154;44.790;Cross-industry
99.530;2914;60.610;Cross-industry
975.890;2277;47.370;Cross-industry
29.950;1902;39.560;Cross-industry
487.920;2154;44.800;Cross-industry
136.300;2164;45.000;Cross-industry
113.890;3164;65.810;Cross-industry
131.320;2225;46.280;Cross-industry
76.520;2181;45.360;Cross-industry
632.430;3084;64.150;Cross-industry
632.430;3084;64.150;Cross-industry
187.910;2691;55.970;Cross-industry
187.910;2691;55.970;Cross-industry
79.690;2402;49.970;Cross-industry
79.690;2402;49.970;Cross-industry
194.570;2791;58.050;Cross-industry
9.930;3910;81.330;Cross-industry
10.580;3074;63.930;Cross-industry
174.060;2710;56.370;Cross-industry
129.910;3411;70.950;Cross-industry
37.620;3530;73.410;Cross-industry
37.620;3530;73.410;Cross-industry
92.290;3363;69.940;Cross-industry
28.950;*;63.960;Cross-industry
3.510;4947;102.890;Cross-industry
22.860;3230;67.190;Cross-industry
36.970;3519;73.200;Cross-industry
7.448.010;1906;39.650;Cross-industry
5.464.490;1764;36.690;Cross-industry
3.988.140;1682;34.990;Cross-industry
3.988.140;1682;34.990;Cross-industry
1.476.350;1985;41.290;Cross-industry
1.388.430;1984;41.270;Cross-industry
53.020;1927;40.070;Cross-industry
34.900;2097;43.610;Cross-industry
204.940;2888;60.070;Cross-industry
52.910;3174;66.020;Cross-industry
47.910;3295;68.540;Cross-industry
5.000;2012;41.850;Cross-industry
152.020;2788;57.990;Cross-industry
108.010;3229;67.160;Cross-industry
44.010;1707;35.510;Cross-industry
1.778.580;2230;46.380;Cross-industry
96.040;3050;63.430;Cross-industry
96.040;3050;63.430;Cross-industry
1.682.540;2183;45.410;Cross-industry
375.430;2349;48.860;Cross-industry
793.460;2150;44.720;Cross-industry
72.760;2356;48.990;Cross-industry
43.070;1885;39.210;Cross-industry
41.100;1937;40.290;Cross-industry
114.190;1874;38.990;Cross-industry
138.880;2134;44.390;Cross-industry
103.650;2344;48.760;Cross-industry
3.654.910;2933;61.000;Cross-industry
390.970;4477;93.120;Cross-industry
206.520;4979;103.570;Cross-industry
53.390;3955;82.260;Cross-industry
153.130;5336;110.990;Cross-industry
93.680;4665;97.030;Cross-industry
93.680;4665;97.030;Cross-industry
90.770;3140;65.320;Cross-industry
70.310;3028;62.990;Cross-industry
20.460;3525;73.320;Cross-industry
349.070;3116;64.820;Cross-industry
332.240;3072;63.890;Cross-industry
332.240;3072;63.890;Cross-industry
16.830;4001;83.210;Cross-industry
14.050;4204;87.440;Cross-industry
2.780;2972;61.820;Cross-industry
1.177.270;3632;75.550;Cross-industry
382.300;3016;62.730;Cross-industry
16.910;2989;62.180;Cross-industry
365.380;3017;62.760;Cross-industry
110.790;4748;98.770;Cross-industry
110.790;4748;98.770;Cross-industry
6.420;3269;67.990;Cross-industry
6.420;3269;67.990;Cross-industry
7.770;2492;51.840;Cross-industry
7.770;2492;51.840;Cross-industry
669.990;3816;79.380;Cross-industry
666.990;3814;79.320;Cross-industry
3.000;4414;91.820;Cross-industry
1.737.600;2074;43.140;Cross-industry
11.790;2367;49.240;Cross-industry
11.790;2367;49.240;Cross-industry
38.700;2965;61.680;Cross-industry
38.700;2965;61.680;Cross-industry
1.251.760;2064;42.920;Cross-industry
10.000;2246;46.710;Cross-industry
1.241.770;2062;42.890;Cross-industry
435.360;2018;41.960;Cross-industry
90.180;2063;42.910;Cross-industry
143.590;1668;34.700;Cross-industry
46.340;2973;61.840;Cross-industry
72.140;1696;35.270;Cross-industry
83.110;2318;48.210;Cross-industry
13.613.490;1732;36.020;Cross-industry
1.369.780;2285;47.540;Cross-industry
1.369.780;2285;47.540;Cross-industry
182.320;3111;64.720;Cross-industry
1.187.460;2159;44.900;Cross-industry
3.632.290;1705;35.460;Cross-industry
2.743.520;1728;35.950;Cross-industry
668.230;1497;31.140;Cross-industry
448.260;1794;37.310;Cross-industry
900;2466;51.290;Cross-industry
1.452.130;1814;37.730;Cross-industry
150.420;1714;35.660;Cross-industry
23.590;1827;38.000;Cross-industry
888.770;1632;33.940;Cross-industry
888.770;1632;33.940;Cross-industry
7.101.010;1666;34.650;Cross-industry
745.610;1917;39.880;Cross-industry
745.610;1917;39.880;Cross-industry
3.780.930;1507;31.350;Cross-industry
3.780.930;1507;31.350;Cross-industry
2.302.690;1844;38.360;Cross-industry
2.302.690;1844;38.360;Cross-industry
271.780;1684;35.030;Cross-industry
271.780;1684;35.030;Cross-industry
1.510.410;1605;33.380;Cross-industry
522.010;1644;34.190;Cross-industry
522.010;1644;34.190;Cross-industry
471.670;1597;33.220;Cross-industry
471.670;1597;33.220;Cross-industry
427.150;1540;32.030;Cross-industry
427.150;1540;32.030;Cross-industry
89.580;1730;35.990;Cross-industry
89.580;1730;35.990;Cross-industry
4.496.150;1901;39.540;Cross-industry
298.790;2624;54.580;Cross-industry
298.790;2624;54.580;Cross-industry
174.660;2460;51.170;Cross-industry
124.130;2855;59.380;Cross-industry
3.167.290;1798;37.400;Cross-industry
3.071.180;1786;37.140;Cross-industry
2.199.900;1801;37.460;Cross-industry
854.910;1739;36.180;Cross-industry
16.370;2123;44.150;Cross-industry
96.110;2202;45.800;Cross-industry
96.110;2202;45.800;Cross-industry
1.030.070;2007;41.750;Cross-industry
1.030.070;2007;41.750;Cross-industry
943.430;1966;40.880;Cross-industry
25.200;2210;45.960;Cross-industry
47.870;2643;54.970;Cross-industry
13.580;2268;47.180;Cross-industry
3.159.940;1895;39.410;Cross-industry
225.420;2521;52.440;Cross-industry
118.360;2587;53.820;Cross-industry
25.530;3010;62.600;Cross-industry
92.830;2471;51.400;Cross-industry
107.060;2448;50.920;Cross-industry
107.060;2448;50.920;Cross-industry
297.420;1706;35.490;Cross-industry
20.110;2201;45.780;Cross-industry
20.110;2201;45.780;Cross-industry
277.300;1671;34.750;Cross-industry
277.300;1671;34.750;Cross-industry
627.560;1605;33.380;Cross-industry
105.500;1897;39.450;Cross-industry
82.980;1943;40.420;Cross-industry
7.600;1566;32.570;Cross-industry
14.920;1807;37.590;Cross-industry
1.950;2418;50.290;Cross-industry
1.950;2418;50.290;Cross-industry
119.210;1527;31.770;Cross-industry
119.210;1527;31.770;Cross-industry
400.900;1547;32.180;Cross-industry
371.590;1507;31.350;Cross-industry
6.290;3168;65.890;Cross-industry
14.960;1754;36.490;Cross-industry
8.060;1740;36.180;Cross-industry
62.630;2206;45.890;Cross-industry
6.360;2482;51.630;Cross-industry
3.420;2765;57.520;Cross-industry
2.950;2153;44.790;Cross-industry
30.560;1726;35.900;Cross-industry
30.560;1726;35.900;Cross-industry
25.700;2709;56.340;Cross-industry
25.700;2709;56.340;Cross-industry
543.830;2042;42.480;Cross-industry
313.560;2101;43.710;Cross-industry
18.100;2298;47.800;Cross-industry
295.460;2089;43.460;Cross-industry
230.270;1962;40.810;Cross-industry
3.320;3625;75.410;Cross-industry
147.820;1774;36.910;Cross-industry
8.890;1482;30.830;Cross-industry
